Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Timestamp,day
469268.0899768591,11.0,5.0,271.5702522815532,788.0230424606233,594.7182933027518,77.77238154075889,319.3284991385961,29.5447925610683,632.6549046359925,94.23066278946861,294.73712857183165,169.9468954388123,18720.03496438333,12.483363447922322,1463.5279516997607,2702.3833674543853,33360.893662065464,241.20864855612092,111775.97085433264,1241.1832501272663,977.087360794005,160790.07449547623,885.217792890013,120214.02754086908,7946.098090155359,3258.341245532077,197179.23554182544,344.2363572565349,0.0,0.0,0.0,0.0,37.0,47.0,5.953694845157668,8.632679415487964,48.502548271014334,221.3764414089775,622.2278121196006,115.51669811530054,16871.578103237032,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.760421597964439,622.8982015060074,198.0188698362164,47.640873964483255,0.0,0.0,0.0,0.0,0.0,0.0,6.0,587.8376792871298,2.0,213.30895730962467,65535.0,8192.0,3.0,32.0,74943.5508451433,12811.63702177045,290126.45970507106,37517.61960654292,4621192.720760523,274500.9125627794,226270.90616193914,63528.54267413696,BENIGN,03/07/2017 08:00:00,Monday
3010121.430917521,13.0,9.0,539.7400020625752,385.4423948570544,587.2893450896755,87.30433766081494,624.224818639355,18.359413140492585,633.7679065474291,34.68458044276589,567.5521911507249,35.134486101011085,5064.116145175753,4.185102335236087,20188.10187007094,4590.65276051363,366701.37969372264,1020.946484004863,95762.19150377114,2097.7828371681094,1419.6750661851243,12304.426698633553,862.3226493425271,8605.90353169828,26516.86901333341,3367.0285987283687,48374.525809689454,193.6047711125416,0.0,0.0,0.0,0.0,48.0,20.0,42.180818248107954,0.3509795581488522,35.232940651701256,801.9940799912713,391.17769972707214,0.9825561523088888,30994.19899394486,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9932128621899143,553.5225046967702,108.49360248853002,638.5092998896951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,522.3981652289654,5.0,36.72744892743174,8192.0,16384.0,7.0,55.0,273438.8663716846,10783.638348704188,227235.01846258208,93878.2011793498,207401.44339282773,300749.2718889306,124914.31185884487,19805.13246883517,BENIGN,03/07/2017 08:00:01,Monday
1316745.6935454493,6.0,11.0,1109.8809943336973,403.2778137188409,908.9214393632534,34.856480539893546,740.7383654551902,48.51631101774218,1066.1479191414778,68.4822391587965,399.9552826492521,165.2554764341058,45226.48041678506,93.3807580428979,1367.635248144236,4082.6630409354952,30732.68286656478,1655.9687428686445,8934.822521268443,2055.458178369871,950.9145454213308,102491.19783232987,1693.3641122474287,44969.051971717076,4574.036286929029,218.70199983590132,184028.15110436175,1907.6140517824679,1.0,1.0,0.0,0.0,56.0,58.0,98.58714338785131,5.129800031945702,37.8533992508192,161.58747307392744,353.9341886183678,173.6587826923,2485.8166395053736,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.8279303756112264,562.6958905808532,465.02681631586677,53.221961186908864,0.0,0.0,0.0,0.0,0.0,0.0,5.0,338.22440983838,2.0,400.9689452853971,65535.0,16384.0,2.0,58.0,380553.4638497814,1654.943759922872,288461.9659180252,18657.631053131583,2010431.7099622304,154001.61307222818,793388.1669277236,464149.80317089986,BENIGN,03/07/2017 08:00:02,Monday
912942.5537759532,9.0,9.0,1391.1643395836488,29.33266200087935,602.7799649500682,37.103803545923455,374.39178379080664,78.78875537865846,870.6620497176426,80.16179432661507,782.2548699709171,155.08026575347466,2474.758303605533,214.579627066017,9665.16566796821,3548.1951967284213,45501.20997167188,1379.938948906531,74383.83786539966,840.996001374035,2086.0300754398636,67295.17258827885,5193.35775555729,17340.34358461622,12069.876196195932,12088.324571296296,246313.7877817374,1923.0162668477067,1.0,1.0,0.0,0.0,49.0,55.0,18.893357076826717,0.49437811118273783,52.083501669313506,1238.9979996099037,400.37419620774386,167.15012468574716,37020.405599855054,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.32533854765634773,381.774958042629,764.0823781137177,442.5005056660094,0.0,0.0,0.0,0.0,0.0,0.0,4.0,564.8577838021866,4.0,41.57690314928831,8192.0,65535.0,2.0,39.0,9715.782563010263,8455.112450119404,1460.893917400811,378825.0250407152,3426675.944505048,46566.09018277801,4202741.587393993,477248.2517798076,BENIGN,03/07/2017 08:00:03,Monday
169624.87046234627,12.0,8.0,1201.6216024409161,135.14392803772373,1017.6006548097364,82.87815795603925,350.9073405196399,117.56833315643624,1159.777799011717,91.19639910699262,525.2504296734942,166.23522363642442,11166.01799216449,59.26019270401213,2306.742751478396,20370.16244182388,64702.72996655681,1624.373205841627,80502.84194706033,839.1412664927493,1392.6618553967835,25587.910422906272,2686.467980339584,63492.38041941817,15296.259017381153,7216.85911194529,51077.200367900565,701.2523234977243,0.0,0.0,0.0,0.0,42.0,50.0,27.087679803660304,58.56009609834403,22.400161783638254,454.42098503726464,631.2638759224292,198.21252621170635,2434.2985465991205,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3584822291411724,797.9155157847404,310.7586415361259,242.57562953185752,0.0,0.0,0.0,0.0,0.0,0.0,3.0,157.79633190007513,9.0,310.13122081576324,16384.0,8192.0,3.0,43.0,61024.61182533325,316.9095769071427,210878.7352325188,32023.089414275357,462683.7522927903,30266.881651060718,2742915.8751739888,212187.49876640696,BENIGN,03/07/2017 08:00:04,Monday
169596.2919146052,12.0,9.0,536.4134623117636,448.17412188003766,737.1492858839638,47.51433600031149,163.67294338418452,144.65575990236408,490.2733143830374,62.02448743355266,434.4964890988602,69.40346224015074,16224.151469656284,184.9752473723913,32306.246301632877,7318.381807668154,38814.8564358659,2585.19636957536,99397.06080849882,3537.756672880063,4795.6783575854,38894.69400444883,108.12459656054592,102263.72172250488,15699.581719293239,1148.5433755364209,90101.61649506175,3036.475876498434,1.0,0.0,0.0,0.0,35.0,33.0,12.401423003611775,108.8949439348736,50.030049012424826,257.43702578064324,47.07815300404066,118.98938954962685,5792.776142399623,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.7648058163636762,429.0616549783,282.25321485725465,44.9317590116234,0.0,0.0,0.0,0.0,0.0,0.0,4.0,305.76551916150726,0.0,100.43298887866231,8192.0,8192.0,2.0,57.0,83785.59804327313,16000.129250191954,143069.5858328718,54842.951613596924,107614.54619686119,37328.82261171182,287291.24684523477,269483.4411725491,BENIGN,03/07/2017 08:00:05,Monday
59838.76860868068,11.0,5.0,573.6750191693717,20.356213887954734,253.28637144235225,51.976080402184266,549.738692038653,44.56230128439371,943.8921792856714,37.11604254039847,524.8571368581156,94.47243803975054,8812.93599886718,89.39127439373426,2553.5967766939802,983.0260176134018,32233.62300845825,254.09649269828154,17534.96582725601,7925.165329551998,67.13625297199289,2872.352281905185,1430.2585173403654,283164.9271091065,8334.973860624545,5279.880734641778,268354.47169730975,871.8576723630225,0.0,1.0,0.0,0.0,39.0,50.0,16.168248942825983,41.699074199550566,42.00360074989334,1193.5026014898654,104.25453336022966,54.218433902779914,6543.928789912994,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.1265298562735557,229.02861609461192,480.47762408588784,200.14538848128402,0.0,0.0,0.0,0.0,0.0,0.0,6.0,754.8709667777428,1.0,38.71418828819944,65535.0,65535.0,4.0,33.0,138493.38196314746,1208.357794182327,6031.060962604667,119592.74938971008,1919983.9839248576,15896.58892761806,5819898.453688306,104383.22676938983,BENIGN,03/07/2017 08:00:06,Monday
2011230.8644799395,8.0,12.0,1.1933264768987073,160.75007592443387,1423.8809884978143,50.17274220215783,464.15012016713814,163.73276060682804,1330.8401256528775,85.41457070628132,207.38977802953127,141.40119582978997,3429.0635721937124,14.507741333167068,4492.009109086712,12468.068535338525,63574.97746348348,51.34286936746334,323948.4778643912,8536.587344494264,3511.6799765498326,398210.5995974688,2631.5808810813623,186090.84201592056,9796.186700677703,8377.216233426254,28166.54816856254,640.4720591894885,0.0,1.0,0.0,0.0,38.0,55.0,29.574683171118068,14.737198829963337,56.8451229581786,385.94531791447054,415.4069738571615,179.9593582339134,35399.63687671499,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.1757682089245394,617.3316513374369,123.94988423104354,741.4070235706715,0.0,0.0,0.0,0.0,0.0,0.0,2.0,134.9840679199728,5.0,13.117369386821569,65535.0,16384.0,4.0,44.0,263461.6599098296,6198.500720362925,116414.54540018883,9824.156115780896,457114.9875558069,125921.61139376108,2073217.845189184,75180.02039680204,BENIGN,03/07/2017 08:00:07,Monday
919082.1536272645,9.0,5.0,226.0671158223087,174.7479855834489,374.4841883020768,37.02660005932391,790.8784771407342,6.734152311346708,122.54483956255564,92.40383037714558,272.8563179298935,7.4854483421508355,8239.374287168113,5.81441713574665,14860.235238009274,3390.5176959770333,169522.67975138733,398.0455535702764,84945.40188504093,3399.116502555599,2494.929520947392,13675.403218135396,523.4722361299417,17941.975570263286,16164.980869171142,9624.499478820164,9326.184036032626,204.62820422028977,1.0,1.0,0.0,0.0,52.0,32.0,23.099847294558312,0.8115337502389857,40.399862869273505,830.3906020769261,481.50271411132366,162.44208904467555,23009.75089567102,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.760297594893563,203.57428479297846,360.59670603152955,335.6990203813442,0.0,0.0,0.0,0.0,0.0,0.0,3.0,168.073666568815,8.0,34.59171063121408,65535.0,8192.0,2.0,38.0,330248.4863538165,9823.158890906228,122364.96461203032,56372.01487744571,801669.5143566526,13494.172121110756,3964345.5427164235,19775.83592130822,BENIGN,03/07/2017 08:00:08,Monday
1231250.0617045902,9.0,10.0,1186.805565605906,276.2348952315959,852.4554933278577,95.10354338233397,484.0856067451681,88.80919934744765,1068.5079727106445,28.50944840465461,581.6487328954413,132.75245880396162,7026.0667606908155,82.75379374832514,10733.079090636098,70.72923854338389,148595.2623690137,1922.745060519745,53859.10294218172,835.9129765913518,2018.634462649788,137186.85123101517,2653.2496942850134,143976.4081287362,294.13270034455616,10121.671377723043,72926.90145659877,173.23132315649593,1.0,1.0,0.0,0.0,22.0,56.0,11.115886923923581,40.66977557005938,39.45139030255393,661.0404079481725,86.38284187302017,18.177480954769987,23183.835423931672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9343948270125149,199.2728017808209,286.18746501983264,760.808011807364,0.0,0.0,0.0,0.0,0.0,0.0,2.0,460.29396114214876,4.0,204.52611252498232,16384.0,16384.0,2.0,22.0,29112.430474254168,55.868529756140184,43589.09170347777,43164.962709759704,795862.1340418058,81651.95704247641,1670154.4433731697,177424.77081201132,BENIGN,03/07/2017 08:00:09,Monday
